mal_id,title_default,title_japanese,score,rank,popularity,season,year,demographics,genres
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,八犬伝 -東方八犬異聞- 2,7.61,1490.0,2794,summer,2013.0,"Action, Fantasy, Mystery",Shoujo
18095,Nourin,のうりん,6.74,5486.0,1258,winter,2014.0,"Comedy, Romance, Ecchi",
18097,Inazuma Eleven Go: Galaxy,イナズマイレブンＧＯ ギャラクシー,6.65,5963.0,3162,spring,2013.0,Sports,Shounen
18099,Recorder to Randoseru Mi☆,リコーダーとランドセル ミ☆,6.6,6273.0,4612,summer,2013.0,"Comedy, Slice of Life",Seinen
18115,Magi: The Kingdom of Magic,マギ The kingdom of magic,8.21,372.0,215,fall,2013.0,"Action, Adventure, Fantasy",Shounen
18119,Servant x Service,サーバント×サービス,7.62,1464.0,1108,summer,2013.0,Comedy,Seinen
18121,Teekyuu 2,てーきゅう ２期,6.69,5737.0,4030,summer,2013.0,Comedy,Shounen
18137,Train Heroes,トレインヒーロー,,14374.0,15736,spring,2013.0,,Kids
18139,Tonari no Seki-kun,となりの関くん,7.53,1783.0,1032,winter,2014.0,Comedy,Seinen
18153,Kyoukai no Kanata,境界の彼方,7.72,1187.0,124,fall,2013.0,"Action, Fantasy",
18155,Line Town,ラインタウン,6.2,8484.0,13546,spring,2013.0,Comedy,Kids
18179,Yowamushi Pedal,弱虫ペダル,7.93,741.0,1055,fall,2013.0,Sports,Shounen
18191,Boku wa Ousama (TV),ぼくは王さま (2013),,16317.0,16821,spring,2013.0,,Kids
18195,Little Busters! Refrain,リトルバスターズ！～Refrain～,8.18,409.0,1427,fall,2013.0,"Comedy, Drama, Romance, Supernatural",
18205,World Fool News (TV),ワールド フールニュース,5.87,10114.0,11055,spring,2014.0,"Comedy, Slice of Life",
18227,Bakujuu Gasshin Ziguru Hazeru,爆獣合神ジグルハゼル,,18726.0,15447,spring,2013.0,Action,
18229,Gatchaman Crowds,ガッチャマン クラウズ,7.28,2822.0,1323,summer,2013.0,"Action, Sci-Fi",
18241,Himitsukessha Taka no Tsume MAX,秘密結社鷹の爪 MAX,5.95,9776.0,15402,spring,2013.0,Comedy,
18245,White Album 2,ホワイトアルバム2,7.6,1521.0,1003,fall,2013.0,"Drama, Romance",
18247,IS: Infinite Stratos 2,IS〈インフィニット・ストラトス〉2,6.45,7084.0,595,fall,2013.0,"Action, Comedy, Romance, Sci-Fi, Ecchi",
18277,Strike the Blood,ストライク・ザ・ブラッド,7.02,4160.0,339,fall,2013.0,"Action, Fantasy, Ecchi",
18295,Kakumeiki Valvrave 2nd Season,革命機ヴァルヴレイヴ　2ndシーズン,7.25,3005.0,2223,fall,2013.0,"Action, Sci-Fi",
18365,Mazinger ZIP!,マジンガーZIP!,5.46,11739.0,13279,spring,2013.0,Comedy,
18391,Mini Van,みにヴぁん,6.7,5671.0,11209,spring,2013.0,Comedy,
18411,Gingitsune,ぎんぎつね,7.15,3541.0,2940,fall,2013.0,"Slice of Life, Supernatural",Seinen
18465,Genshiken Nidaime,げんしけん 二代目,7.42,2200.0,3056,summer,2013.0,Slice of Life,Seinen
18469,Odoriko Clinoppe,踊り子クリノッペ,,17480.0,18016,spring,2013.0,"Comedy, Slice of Life",
18495,Kitaku-bu Katsudou Kiroku,帰宅部活動記録,6.77,5284.0,3112,summer,2013.0,Comedy,
18497,Yozakura Quartet: Hana no Uta,夜桜四重奏 ～ハナノウタ～,7.45,2055.0,1795,fall,2013.0,"Action, Comedy, Supernatural",Shounen
18507,Free!,Free!,7.32,2612.0,240,summer,2013.0,Sports,
18523,Senyuu. 2,戦勇。2,7.41,2237.0,2967,summer,2013.0,"Action, Comedy, Fantasy",Shounen
18671,Chuunibyou demo Koi ga Shitai! Ren,中二病でも恋がしたい！戀,7.55,1691.0,268,winter,2014.0,"Comedy, Romance",
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,勇者になれなかった俺はしぶしぶ就職を決意しました。,6.8,5181.0,793,fall,2013.0,"Comedy, Fantasy, Romance, Ecchi",
18679,Kill la Kill,キルラキル,8.03,600.0,55,fall,2013.0,"Action, Comedy, Fantasy, Ecchi",
18689,Diamond no Ace,ダイヤのA[エース],8.11,490.0,1003,fall,2013.0,Sports,Shounen
18767,BlazBlue: Alter Memory,ブレイブルー オルターメモリー,6.08,9095.0,2282,fall,2013.0,"Action, Fantasy",
18771,Gifuu Doudou!!: Kanetsugu to Keiji,義風堂々!! 兼続と慶次,6.41,7361.0,7118,summer,2013.0,Action,Seinen
18845,Ninja Hattori-kun (2012),忍者ハットリくん （2012年版）,6.67,5835.0,10116,spring,2012.0,Comedy,
18893,Aoki Hagane no Arpeggio: Ars Nova,蒼き鋼のアルペジオ ‐アルス・ノヴァ‐,7.34,2526.0,1560,fall,2013.0,"Action, Sci-Fi",Seinen
18897,Nisekoi,ニセコイ,7.56,1661.0,123,winter,2014.0,"Comedy, Romance",Shounen
18983,Yuuto-kun ga Iku,ゆうとくんがいく,,15531.0,17879,summer,2013.0,Sports,Kids
19023,"Wake Up, Girls!","Wake Up, Girls！",6.98,4304.0,3039,winter,2014.0,Drama,
19067,Future Card Buddyfight,フューチャーカード バディファイト,6.71,5624.0,6153,winter,2014.0,,
19111,Love Live! School Idol Project 2nd Season,ラブライブ! School idol project 2期,7.76,1094.0,948,spring,2014.0,"Award Winning, Slice of Life",
19117,Toaru Hikuushi e no Koiuta,とある飛空士への恋歌,7.15,3493.0,2112,winter,2014.0,"Adventure, Drama, Romance",
19151,Walkure Romanze,ワルキューレロマンツェ,6.3,7974.0,1650,fall,2013.0,"Romance, Sports, Ecchi",
19163,Date A Live II,デート・ア・ライブⅡ,7.18,3371.0,334,spring,2014.0,"Action, Fantasy, Romance, Sci-Fi",
19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,マジでオタクなイングリッシュ! りぼんちゃん ~英語で戦う魔法少女~ the TV,5.28,12227.0,9642,summer,2013.0,Comedy,
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",俺の脳内選択肢が、学園ラブコメを全力で邪魔している,7.14,3580.0,572,fall,2013.0,"Comedy, Romance",
19257,Megane-bu!,メガネブ!,6.24,8281.0,4098,fall,2013.0,Comedy,
19291,Pokemon XY,ポケットモンスターXY,7.42,2188.0,1375,fall,2013.0,"Action, Adventure, Comedy, Fantasy",Kids
19305,Nyuru Nyuru!! Kakusen-kun,にゅるにゅる!!KAKUSENくん,5.62,11222.0,14491,summer,2013.0,Comedy,
19315,Pupa,Pupa (ピューパ),3.29,13381.0,1289,winter,2014.0,"Fantasy, Horror, Suspense",
19319,Gundam Build Fighters,ガンダムビルドファイターズ,7.74,1143.0,2520,fall,2013.0,"Action, Sci-Fi",
19363,Gin no Saji 2nd Season,銀の匙,8.27,301.0,1600,winter,2014.0,Comedy,Shounen
19365,Samurai Flamenco,サムライフラメンコ,6.88,4767.0,1741,fall,2013.0,"Action, Comedy, Fantasy",
19367,Galilei Donna,ガリレイドンナ,6.41,7344.0,3076,fall,2013.0,"Action, Adventure, Sci-Fi",
19369,Outbreak Company,アウトブレイク・カンパニー,7.17,3413.0,659,fall,2013.0,"Comedy, Fantasy",
19383,Yami Shibai,闇芝居,7.0,4228.0,1994,summer,2013.0,"Avant Garde, Horror, Supernatural",
19429,Akuma no Riddle,悪魔のリドル,6.59,6288.0,922,spring,2014.0,"Action, Girls Love, Suspense",
19647,Hajime no Ippo: Rising,はじめの一歩 Rising,8.6,93.0,933,fall,2013.0,Sports,Shounen
19685,Kanojo ga Flag wo Oraretara,彼女がフラグをおられたら,6.36,7595.0,1231,spring,2014.0,"Comedy, Romance",
19703,Kyousou Giga (TV),京騒戯画,7.7,1253.0,1256,fall,2013.0,"Action, Fantasy",
19755,Oshiri Kajiri Mushi (TV) 2nd Season,おしりかじり虫　第２シリーズ,5.25,12305.0,14353,fall,2013.0,Comedy,Kids
19769,Mahou Sensou,魔法戦争,5.96,9683.0,981,winter,2014.0,"Action, Fantasy",
19775,Sidonia no Kishi,シドニアの騎士,7.63,1417.0,1066,spring,2014.0,"Action, Sci-Fi",Seinen
19815,No Game No Life,ノーゲーム・ノーライフ,8.06,564.0,17,spring,2014.0,"Comedy, Fantasy, Ecchi",
19825,Saikyou Ginga Ultimate Zero: Battle Spirits,最強銀河 究極[アルティメット]ゼロ~バトルスピリッツ~,6.48,6931.0,10920,fall,2013.0,Adventure,
19841,Super Seisyun Brothers,Super Seisyun Brothers -超青春姉弟s-,6.7,5675.0,3984,fall,2013.0,"Comedy, Slice of Life",
19843,Tamagotchi! Miracle Friends,たまごっち！～みらくるフレンズ～,6.05,9253.0,14870,fall,2013.0,"Comedy, Fantasy",Kids
19855,Nobunagun,ノブナガン,6.66,5913.0,2757,winter,2014.0,"Action, Sci-Fi",
19871,Gaist Crusher,ガイストクラッシャー,5.79,10486.0,10593,fall,2013.0,"Action, Fantasy, Supernatural",
19877,Battle Spirits: Sword Eyes Gekitouden,バトルスピリッツ ソードアイズ激闘伝,6.61,6209.0,11124,spring,2013.0,"Adventure, Fantasy",
19919,Tesagure! Bukatsumono,てさぐれ！部活もの,6.68,5775.0,5842,fall,2013.0,Comedy,
20031,D-Frag!,ディーふらぐ！,7.5,1867.0,600,winter,2014.0,Comedy,Seinen
20033,Miss Monochrome The Animation,ミス・モノクローム -The Animation-,6.37,7548.0,3174,fall,2013.0,Comedy,
20047,Sakura Trick,桜Trick,6.95,4438.0,942,winter,2014.0,"Comedy, Girls Love",Seinen
20053,Wizard Barristers: Benmashi Cecil,ウィザード・バリスターズ～弁魔士セシル,6.17,8614.0,2922,winter,2014.0,"Action, Fantasy",
20057,Space☆Dandy,スペース☆ダンディ,7.88,821.0,666,winter,2014.0,"Comedy, Sci-Fi",
20267,Wooser no Sono Higurashi: Kakusei-hen,うーさーのその日暮らし　覚醒編,6.57,6407.0,7760,winter,2014.0,"Comedy, Fantasy, Slice of Life",
20329,Koroshiya-san: The Hired Gun,殺し屋さん The hired gun,5.49,11645.0,7334,fall,2013.0,"Action, Comedy, Suspense",Seinen
20431,Hoozuki no Reitetsu,鬼灯の冷徹,7.77,1070.0,1735,winter,2014.0,"Comedy, Fantasy",Seinen
20457,"Inari, Konkon, Koi Iroha.",いなり、こんこん、恋いろは。,7.19,3291.0,1439,winter,2014.0,"Comedy, Romance, Supernatural",Seinen
20473,Teekyuu 3,てーきゅう ３期,6.73,5511.0,4307,fall,2013.0,Comedy,Shounen
20507,Noragami,ノラガミ,7.94,724.0,27,winter,2014.0,"Action, Fantasy",Shounen
20509,Fate/kaleid liner Prisma☆Illya 2wei!,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ!,7.2,3233.0,1449,summer,2014.0,"Action, Comedy, Fantasy",
20533,Z/X: Ignition,Z/X IGNITION,6.47,6972.0,3576,winter,2014.0,"Adventure, Fantasy, Sci-Fi",
20541,Mikakunin de Shinkoukei,未確認で進行形,7.36,2420.0,593,winter,2014.0,"Comedy, Romance, Supernatural",
20555,SoniAni: Super Sonico The Animation,そにアニ -SUPER SONICO THE ANIMATION-,6.08,9080.0,2306,winter,2014.0,Comedy,
20583,Haikyuu!!,ハイキュー!!,8.44,167.0,36,spring,2014.0,Sports,Shounen
20689,Hamatora The Animation,ハマトラ THE ANIMATION,7.24,3063.0,811,winter,2014.0,"Action, Mystery, Supernatural",
20709,Sabage-bu!,さばげぶっ!,7.34,2521.0,1515,summer,2014.0,"Action, Comedy",Shoujo
20755,Ganbare! Lulu Lolo,がんばれ！ルルロロ,,19989.0,16464,winter,2013.0,Slice of Life,Kids
20785,Mahouka Koukou no Rettousei,魔法科高校の劣等生,7.38,2360.0,140,spring,2014.0,"Action, Fantasy, Romance, Sci-Fi",
20787,Black Bullet,ブラック・ブレット　BLACK BULLET　［黒の銃弾］,7.08,3845.0,185,spring,2014.0,"Action, Mystery, Sci-Fi",
20847,Seitokai Yakuindomo*,生徒会役員共＊,7.68,1303.0,964,winter,2014.0,Comedy,Shounen
20853,Hitsugi no Chaika,棺姫のチャイカ,7.21,3221.0,622,spring,2014.0,"Action, Adventure, Fantasy, Romance",
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,ジョジョの奇妙な冒険 スターダストクルセイダース,8.1,499.0,114,spring,2014.0,"Action, Adventure, Supernatural",Shounen
20931,Oneechan ga Kita,お姉ちゃんが来た,6.32,7841.0,1851,winter,2014.0,"Comedy, Slice of Life",
20971,Kiniro no Corda: Blue♪Sky,金色のコルダ Blue♪Sky,6.4,7396.0,4323,spring,2014.0,Romance,Josei
20973,Sekai Seifuku: Bouryaku no Zvezda,世界征服～謀略のズヴィズダー～,7.04,4072.0,1590,winter,2014.0,"Action, Comedy, Fantasy, Sci-Fi",
21013,Marvel Disk Wars: The Avengers,ディスク・ウォーズ：アベンジャーズ,5.83,10299.0,6864,spring,2014.0,Action,Kids
21033,Seikoku no Dragonar,星刻の竜騎士,6.41,7342.0,1096,spring,2014.0,"Comedy, Fantasy, Romance, Ecchi",
21039,Gatchaman Crowds Insight,GATCHAMAN CROWDS insight（インサイト）,7.23,3078.0,2525,summer,2015.0,"Action, Sci-Fi",
21053,Ikemen Kyuugo-tai Nurse Angels,イケメン救護隊 Nurse Angels,,20722.0,16644,spring,2013.0,Comedy,
21067,Strange+,ストレンジ・プラス,5.96,9680.0,4005,winter,2014.0,Comedy,Josei
21085,Witch Craft Works,ウィッチクラフトワークス,6.98,4302.0,702,winter,2014.0,"Action, Supernatural",Seinen
21105,Love Stage!!,LOVE STAGE!!,7.16,3476.0,939,summer,2014.0,"Boys Love, Comedy",
21167,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,エスカ&ロジーのアトリエ ～黄昏の空の錬金術士～,6.42,7273.0,2808,spring,2014.0,Fantasy,
21177,Nobunaga the Fool,ノブナガ・ザ・フール,6.63,6076.0,2134,winter,2014.0,"Action, Sci-Fi",
21185,Baby Steps,ベイビーステップ,7.8,984.0,1588,spring,2014.0,Sports,Shounen
21267,Go! Go! 575,ゴ～！ゴ～！ご～しちご～,5.62,11237.0,5980,winter,2014.0,Slice of Life,
21273,Gochuumon wa Usagi desu ka?,ご注文はうさぎですか？,7.49,1917.0,1049,spring,2014.0,Slice of Life,
21325,Pupipo!,プピポー！,6.78,5278.0,4763,winter,2014.0,"Comedy, Slice of Life, Supernatural",
21327,Isshuukan Friends.,一週間フレンズ。,7.52,1810.0,771,spring,2014.0,Comedy,Shounen
21353,Tokyo ESP,東京ESP,6.55,6521.0,1413,summer,2014.0,"Action, Sci-Fi, Supernatural",Shounen
21405,Bokura wa Minna Kawai-sou,僕らはみんな河合荘,7.65,1367.0,617,spring,2014.0,Slice of Life,Seinen
21407,Happiness Charge Precure!,ハピネスチャージプリキュア！,6.8,5159.0,5884,winter,2014.0,"Action, Fantasy",
21421,Mahou Shoujo Taisen,魔法少女大戦,5.73,10750.0,5296,spring,2014.0,,
21427,Minna Atsumare! Falcom Gakuen,みんな集まれ！ファルコム学園,5.96,9712.0,8076,winter,2014.0,Comedy,Seinen
21431,Gokukoku no Brynhildr,極黒のブリュンヒルデ,6.85,4938.0,710,spring,2014.0,"Drama, Mystery, Sci-Fi",Seinen
21433,Chou Zenmairobo: Patrasche,超ゼンマイロボ パトラッシュ,5.12,12573.0,15561,winter,2014.0,"Comedy, Sci-Fi",
21435,Yama no Susume Second Season,ヤマノススメ セカンドシーズン,7.56,1660.0,3771,summer,2014.0,"Adventure, Slice of Life",
21437,Buddy Complex,バディ・コンプレックス,7.12,3685.0,2270,winter,2014.0,"Action, Sci-Fi",
21439,Uta no☆Prince-sama♪ Maji Love Revolutions,うたの☆プリンスさまっ♪マジLOVEレボリューションズ,7.0,4235.0,2880,spring,2015.0,"Comedy, Romance",Josei
21447,Meitantei Rascal,めいたんてい ラスカル,,19406.0,15763,winter,2014.0,"Adventure, Mystery",Kids
21507,Soul Eater NOT!,ソウルイーターノット！,5.86,10169.0,1173,spring,2014.0,"Action, Comedy, Fantasy",Shounen
21511,Kantai Collection: KanColle,艦隊これくしょん -艦これ-,6.82,5025.0,1137,winter,2015.0,"Action, Sci-Fi",
21523,Baku Tech! Bakugan Gachi,爆TECH!爆丸ガチ,5.8,10459.0,11093,spring,2013.0,Action,Shounen
21561,Ryuugajou Nanana no Maizoukin,龍ヶ嬢七々々の埋蔵金,7.12,3671.0,1033,spring,2014.0,"Adventure, Mystery, Supernatural",
21563,Kamigami no Asobi,神々の悪戯,7.0,4222.0,1593,spring,2014.0,"Fantasy, Romance",Josei
21573,Senki Zesshou Symphogear GX,戦姫絶唱シンフォギアGX,7.45,2057.0,3252,summer,2015.0,"Action, Sci-Fi",
21603,Mekakucity Actors,メカクシティアクターズ,7.01,4177.0,519,spring,2014.0,"Sci-Fi, Supernatural",
21671,Keroro,ケロロ,6.88,4742.0,6570,spring,2014.0,"Comedy, Sci-Fi",Shounen
21677,Captain Earth,キャプテン・アース,6.4,7419.0,2717,spring,2014.0,"Action, Romance, Sci-Fi",
21681,Hanayamata,ハナヤマタ,7.31,2677.0,1977,summer,2014.0,Slice of Life,
21729,Cardfight!! Vanguard: Legion Mate-hen,カードファイト!! ヴァンガード レギオンメイト編,6.74,5460.0,5289,spring,2014.0,Action,
21743,Donten ni Warau,曇天に笑う,7.46,2024.0,1750,fall,2014.0,"Action, Supernatural",Shoujo
21809,Kenzen Robo Daimidaler,健全ロボ ダイミダラー,6.13,8818.0,2617,spring,2014.0,"Action, Comedy, Sci-Fi, Ecchi",Seinen
21821,Fuuun Ishin Dai☆Shougun,風雲維新ダイ☆ショーグン,5.66,11050.0,4311,spring,2014.0,Action,
21835,Majin Bone,マジンボーン,6.62,6155.0,6547,spring,2014.0,,
21843,Shingeki no Bahamut: Genesis,神撃のバハムート GENESIS,7.61,1468.0,562,fall,2014.0,"Action, Adventure, Fantasy",
21845,Ushinawareta Mirai wo Motomete,失われた未来を求めて,6.72,5579.0,2230,fall,2014.0,"Drama, Romance, Sci-Fi",
21851,Tesagure! Bukatsumono Encore,てさぐれ！部活もの あんこーる,7.01,4212.0,8627,winter,2014.0,Comedy,
21863,Mangaka-san to Assistant-san to The Animation,マンガ家さんとアシスタントさんと THE ANIMATION,7.09,3796.0,891,spring,2014.0,"Comedy, Ecchi",Seinen
21881,Sword Art Online II,ソードアート・オンライン II,6.71,5588.0,38,summer,2014.0,"Action, Adventure, Fantasy, Romance",
21939,Mushishi Zoku Shou,蟲師 続章,8.69,61.0,816,spring,2014.0,"Adventure, Mystery, Slice of Life, Supernatural",Seinen
21981,Pic-lele,ピクレレ,,17726.0,19486,winter,2014.0,,Kids
21995,Ao Haru Ride,アオハライド,7.63,1424.0,181,summer,2014.0,Romance,Shoujo
21997,Duel Masters Victory V,デュエル・マスターズ ビクトリーV,5.79,10485.0,12976,spring,2012.0,"Action, Adventure, Comedy, Fantasy",Kids
21999,Duel Masters Victory V3,デュエル・マスターズ ビクトリーV3,5.61,11253.0,12840,spring,2013.0,"Action, Adventure, Comedy, Fantasy",Kids
22013,Koukaku Kidoutai Nyuumon Arise,攻殻機動隊入門あらいず,6.67,5827.0,7240,winter,2014.0,Comedy,
22099,Hero Bank,ヒーローバンク,5.93,9862.0,10228,spring,2014.0,,Kids
22101,Soredemo Sekai wa Utsukushii,それでも世界は美しい,7.59,1555.0,770,spring,2014.0,"Adventure, Fantasy, Romance",Shoujo
22123,Inugami-san to Nekoyama-san,犬神さんと猫山さん,6.51,6744.0,2449,spring,2014.0,"Comedy, Girls Love",
22135,Ping Pong the Animation,ピンポン THE ANIMATION,8.62,88.0,588,spring,2014.0,"Award Winning, Drama, Sports",Seinen
22145,Kuroshitsuji: Book of Circus,黒執事 Book of Circus,8.06,559.0,568,summer,2014.0,"Action, Fantasy, Mystery",Shounen
22147,Amagi Brilliant Park,甘城ブリリアントパーク,7.46,2018.0,321,fall,2014.0,"Comedy, Fantasy",
22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,普通の女子校生が【ろこどる】やってみた。,6.88,4780.0,3314,summer,2014.0,"Comedy, Slice of Life",
22199,Akame ga Kill!,アカメが斬る！,7.47,1968.0,29,summer,2014.0,"Action, Fantasy",Shounen
22215,Pretty Rhythm: All Star Selection,プリティーリズム・オールスターセレクション,6.49,6870.0,9620,spring,2014.0,Sports,
22225,Momo Kyun Sword,モモキュンソード,5.57,11408.0,3855,summer,2014.0,"Comedy, Fantasy, Ecchi",
22265,Free! Eternal Summer,Free!-Eternal Summer-,7.61,1485.0,559,summer,2014.0,Sports,
22273,Selector Infected WIXOSS,selector infected WIXOSS,7.21,3190.0,1565,spring,2014.0,Suspense,
22297,Fate/stay night: Unlimited Blade Works,Fate/stay night [Unlimited Blade Works],8.18,403.0,140,fall,2014.0,"Action, Fantasy, Supernatural",
22319,Tokyo Ghoul,東京喰種-トーキョーグール-,7.79,1014.0,10,summer,2014.0,"Action, Fantasy, Horror, Suspense",Seinen
22359,Sanzoku no Musume Ronja,山賊の娘ローニャ,7.06,3941.0,4079,fall,2014.0,Adventure,
22381,Nandaka Velonica,ナンダカベロニカ,5.93,9872.0,12493,winter,2014.0,"Comedy, Fantasy",Kids
22433,Break Blade,ブレイク ブレイド,7.24,3052.0,2188,spring,2014.0,"Action, Fantasy",Shounen
22465,KutsuDaru.,くつだる。,,16394.0,14706,spring,2014.0,"Fantasy, Slice of Life",Kids
22503,Washimo,わしも,5.66,11028.0,15509,winter,2014.0,"Comedy, Sci-Fi, Slice of Life",Kids
22507,Initial D Final Stage,頭文字 D Final Stage,8.29,283.0,1590,spring,2014.0,,Seinen
22535,Kiseijuu: Sei no Kakuritsu,寄生獣 セイの格率,8.33,244.0,42,fall,2014.0,"Action, Horror, Sci-Fi, Suspense",Seinen
22537,Yami Shibai 2,闇芝居 2期,6.5,6789.0,3196,summer,2014.0,"Avant Garde, Horror, Supernatural",
22541,Oniku Daisuki! Zeushi-kun,おにくだいすき! ゼウシくん,5.46,11744.0,15242,winter,2014.0,"Comedy, Gourmet",
22547,Blade & Soul,ブレイドアンドソウル,6.04,9340.0,1833,spring,2014.0,"Action, Adventure, Fantasy",
22585,Nukko.,ぬっこ。,,20021.0,18228,spring,2012.0,Comedy,
22663,Seiken Tsukai no World Break,聖剣使いの禁呪詠唱〈ワールドブレイク〉,6.76,5352.0,778,winter,2015.0,"Action, Fantasy, Romance",
22687,Terra Formars,TERRA FORMARS [テラフォーマーズ],6.99,4275.0,1063,fall,2014.0,"Action, Horror, Sci-Fi, Suspense",Seinen
22693,Lady Jewelpet,レディ ジュエルペット,7.45,2047.0,6057,spring,2014.0,"Fantasy, Romance",
22729,Aldnoah.Zero,アルドノア・ゼロ,7.39,2326.0,440,summer,2014.0,"Action, Sci-Fi",
22733,Dragon Collection,ドラゴンコレクション,6.13,8846.0,8220,spring,2014.0,Fantasy,
22735,Oreca Battle,オレカバトル,5.89,10029.0,10641,spring,2014.0,,
22755,Chikasugi Idol Akae-chan,地下すぎアイドル あかえちゃん,,19208.0,17294,winter,2014.0,Comedy,
22777,Dragon Ball Kai (2014),ドラゴンボール改,7.7,1249.0,1247,spring,2014.0,"Action, Adventure, Comedy, Fantasy",Shounen
22789,Barakamon,ばらかもん,8.37,211.0,315,summer,2014.0,Slice of Life,
22817,Kindaichi Shounen no Jikenbo Returns,金田一少年の事件簿R【リターンズ】,7.53,1766.0,5049,spring,2014.0,Mystery,Shounen
22821,Himitsukessha Taka no Tsume EX,秘密結社鷹の爪 EX,,20460.0,15563,spring,2014.0,Comedy,
22831,Abarenbou Rikishi!! Matsutarou,暴れん坊力士！！松太郎,6.07,9169.0,6612,spring,2014.0,Sports,Seinen
22835,Himegoto,ひめゴト,5.89,10063.0,1792,summer,2014.0,"Comedy, Ecchi",Shounen
22849,Nyamen,にゃ〜めん,5.44,11791.0,12463,winter,2014.0,Comedy,
22865,Rokujouma no Shinryakusha!?,六畳間の侵略者！？,7.12,3670.0,1341,summer,2014.0,"Comedy, Supernatural",
22877,Seireitsukai no Blade Dance,精霊使いの剣舞〈ブレイドダンス〉,6.67,5845.0,656,summer,2014.0,"Action, Comedy, Fantasy, Romance, Ecchi",
22955,Francesca,フランチェスカ,5.45,11775.0,6517,summer,2014.0,"Comedy, Fantasy",
23037,Bakumatsu Rock,幕末Rock,6.03,9355.0,4127,summer,2014.0,"Action, Comedy",
23067,Tenkai Knights,テンカイナイト,6.44,7134.0,8304,spring,2014.0,"Action, Adventure, Comedy, Sci-Fi",Kids
23079,Glasslip,グラスリップ,5.42,11861.0,1444,summer,2014.0,"Romance, Supernatural",
23107,GO-GO Tamagotchi!,GO-GO たまごっち！,6.11,8943.0,14612,spring,2014.0,"Comedy, Fantasy",Kids
23121,Jinsei,人生相談テレビアニメーション「人生」,6.46,7017.0,2623,summer,2014.0,"Comedy, Slice of Life",
23133,M3: Sono Kuroki Hagane,M3～ソノ黒キ鋼～,6.56,6481.0,2980,spring,2014.0,"Action, Drama, Mystery, Sci-Fi, Suspense",
23149,47 Todoufuken R,47都道府犬R,5.54,11476.0,15649,winter,2014.0,Comedy,Kids
23151,Shounen Hollywood: Holly Stage for 49,少年ハリウッド-HOLLY STAGE FOR 49-,6.06,9231.0,5414,summer,2014.0,,
23199,Durarara!!x2 Shou,デュラララ!!×２ 承,7.97,678.0,471,winter,2015.0,"Action, Mystery, Supernatural",
23201,Sengoku Basara: Judge End,戦国BASARA Judge End,6.84,4970.0,4161,summer,2014.0,"Action, Fantasy",
23209,Sora no Method,天体のメソッド,6.76,5352.0,2008,fall,2014.0,"Drama, Fantasy",
23213,Kantoku Fuyuki Todoki,監督不行届,5.87,10135.0,7473,spring,2014.0,"Comedy, Slice of Life",Josei
23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,召しませロードス島戦記～それっておいしいの？～,5.42,11867.0,10566,spring,2014.0,Comedy,
23233,Shinmai Maou no Testament,新妹魔王の契約者〈テスタメント〉,6.69,5744.0,304,winter,2015.0,"Action, Fantasy, Romance, Ecchi",
23251,Gugure! Kokkuri-san,繰繰れ！コックリさん,7.55,1695.0,1325,fall,2014.0,"Comedy, Supernatural",Shounen
23259,Gundam: G no Reconguista,ガンダム Gのレコンギスタ,5.8,10470.0,3998,fall,2014.0,"Action, Sci-Fi",
23269,Hello!! Kiniro Mosaic,ハロー!!きんいろモザイク,7.49,1918.0,2449,spring,2015.0,Slice of Life,
23273,Shigatsu wa Kimi no Uso,四月は君の嘘,8.64,76.0,23,fall,2014.0,"Drama, Romance",Shounen
23277,Saenai Heroine no Sodatekata,冴えない彼女〈ヒロイン〉の育てかた,7.48,1948.0,316,winter,2015.0,"Comedy, Romance, Ecchi",
23281,Psycho-Pass 2,PSYCHO-PASS サイコパス 2,7.4,2293.0,325,fall,2014.0,"Action, Mystery, Sci-Fi, Suspense",
23283,Zankyou no Terror,残響のテロル,8.08,526.0,122,summer,2014.0,"Mystery, Suspense",
23289,Gekkan Shoujo Nozaki-kun,月刊少女野崎くん,7.82,952.0,183,summer,2014.0,"Comedy, Romance",
23309,Rail Wars!,RAIL WARS! [レールウォーズ],6.39,7470.0,1166,summer,2014.0,"Action, Ecchi",
23311,Garo: Honoo no Kokuin,牙狼〈GARO〉-炎の刻印-,7.34,2523.0,1610,fall,2014.0,"Action, Fantasy",
23321,Log Horizon 2nd Season,ログ・ホライズン 第2シリーズ,7.56,1657.0,356,fall,2014.0,"Action, Adventure, Fantasy",
23325,Shirogane no Ishi: Argevollen,白銀の意思 アルジェヴォルン,6.48,6936.0,3405,summer,2014.0,Action,
23327,Space☆Dandy 2nd Season,スペース☆ダンディ 第2シリーズ,8.26,308.0,1417,summer,2014.0,"Comedy, Sci-Fi",
